rentree_scolaire,region_academique,academie,departement,commune,numero_etablissement,denomination,patronyme,secteur,effectif_total_en_premiere_generale,effectif_total_filles,effectif_total_garcons,0105_humanites_litterature_et_philosophie_filles,0105_humanites_litterature_et_philosophie_garcons,0241_litterature_et_lca_latin_filles,0241_litterature_et_lca_latin_garcons,0242_litterature_et_lca_grec_filles,0242_litterature_et_lca_grec_garcons,0300_langues_litterature_et_cultures_etrangeres_et_regionales_filles,0300_langues_litterature_et_cultures_etrangeres_et_regionales_garcons,0439_hist_geo_geopolitique_sc_politiques_filles,0439_hist_geo_geopolitique_sc_politiques_garcons,0507_sciences_economiques_et_sociales_filles,0507_sciences_economiques_et_sociales_garcons,0613_mathematiques_filles,0613_mathematiques_garcons,0623_physique_chimie_filles,0623_physique_chimie_garcons,0629_sciences_de_la_vie_et_de_la_terre_filles,0629_sciences_de_la_vie_et_de_la_terre_garcons,0673_sciences_de_l_ingenieur_filles,0673_sciences_de_l_ingenieur_garcons,0747_numerique_et_sciences_informatiques_filles,0747_numerique_et_sciences_informatiques_garcons,0825_danse_filles,0825_danse_garcons,0832_musique_filles,0832_musique_garcons,0901_arts_plastiques_filles,0901_arts_plastiques_garcons,2757_histoire_des_arts_filles,2757_histoire_des_arts_garcons,2785_theatre_filles,2785_theatre_garcons,2786_arts_du_cirque_filles,2786_arts_du_cirque_garcons,2852_cinema_audiovisuel_filles,2852_cinema_audiovisuel_garcons,3045_biologie_ecologie_filles,3045_biologie_ecologie_garcons,01_mathematiques_physique_chimie_sciences_de_la_vie_et_de_la_terre_filles,01_mathematiques_physique_chimie_sciences_de_la_vie_et_de_la_terre_garcons,02_hist_geo_geopolitique_sc_politiques_langues_litt_et_cultures_etra_et_r_sciences_economiques_et_so,02_hist_geo_geopolitique_sc_politiques_langues_litt_et_cultures_etra_et_r_sciences_economiques_et_s0,03_hist_geo_geopolitique_sc_politiques_mathematiques_sciences_economiques_et_sociales_filles,03_hist_geo_geopolitique_sc_politiques_mathematiques_sciences_economiques_et_sociales_garcons,04_hist_geo_geopolitique_sc_politiques_humanites_litterature_et_philosophie_sciences_economiques_et_,04_hist_geo_geopolitique_sc_politiques_humanites_litterature_et_philosophie_sciences_economiques_et0,05_mathematiques_numerique_et_sciences_informatiques_physique_chimie_filles,05_mathematiques_numerique_et_sciences_informatiques_physique_chimie_garcons,06_hist_geo_geopolitique_sc_politiques_humanites_litterature_et_philosophie_langues_litt_et_cultures,06_hist_geo_geopolitique_sc_politiques_humanites_litterature_et_philosophie_langues_litt_et_culture0,07_mathematiques_physique_chimie_sciences_de_l_ingenieur_filles,07_mathematiques_physique_chimie_sciences_de_l_ingenieur_garcons,08_mathematiques_physique_chimie_sciences_economiques_et_sociales_filles,08_mathematiques_physique_chimie_sciences_economiques_et_sociales_garcons,09_langues_litt_et_cultures_etra_et_r_mathematiques_sciences_economiques_et_sociales_filles,09_langues_litt_et_cultures_etra_et_r_mathematiques_sciences_economiques_et_sociales_garcons,10_mathematiques_sciences_economiques_et_sociales_sciences_de_la_vie_et_de_la_terre_filles,10_mathematiques_sciences_economiques_et_sociales_sciences_de_la_vie_et_de_la_terre_garcons,11_hist_geo_geopolitique_sc_politiques_sciences_economiques_et_sociales_sciences_de_la_vie_et_de_la_,11_hist_geo_geopolitique_sc_politiques_sciences_economiques_et_sociales_sciences_de_la_vie_et_de_la0,12_humanites_litterature_et_philosophie_langues_litt_et_cultures_etra_et_r_sciences_economiques_et_s,12_humanites_litterature_et_philosophie_langues_litt_et_cultures_etra_et_r_sciences_economiques_et_0,13_langues_litt_et_cultures_etra_et_r_mathematiques_physique_chimie_filles,13_langues_litt_et_cultures_etra_et_r_mathematiques_physique_chimie_garcons,14_hist_geo_geopolitique_sc_politiques_mathematiques_physique_chimie_filles,14_hist_geo_geopolitique_sc_politiques_mathematiques_physique_chimie_garcons,15_langues_litt_et_cultures_etra_et_r_sciences_economiques_et_sociales_sciences_de_la_vie_et_de_la_t,15_langues_litt_et_cultures_etra_et_r_sciences_economiques_et_sociales_sciences_de_la_vie_et_de_la_0,16_langues_litt_et_cultures_etra_et_r_mathematiques_sciences_de_la_vie_et_de_la_terre_filles,16_langues_litt_et_cultures_etra_et_r_mathematiques_sciences_de_la_vie_et_de_la_terre_garcons,17_hist_geo_geopolitique_sc_politiques_mathematiques_sciences_de_la_vie_et_de_la_terre_filles,17_hist_geo_geopolitique_sc_politiques_mathematiques_sciences_de_la_vie_et_de_la_terre_garcons,18_hist_geo_geopolitique_sc_politiques_langues_litt_et_cultures_etra_et_r_mathematiques_filles,18_hist_geo_geopolitique_sc_politiques_langues_litt_et_cultures_etra_et_r_mathematiques_garcons,autres_combinaisons_filles,autres_combinaisons_garcons,1087_educ_physique_pratique_cult_sportive_filles,1087_educ_physique_pratique_cult_sportive_garcons
2020,GRAND EST,NANCY-METZ,VOSGES,MIRECOURT,0880036L,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-BAPTISTE VUILLAUME,PUBLIC,142,57.0,85,25,7,0,0,0,0,24,11,36,27,48,25,46,39,32,26,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,6,3,6,5,9,4,0,0,5,2,0,0,2,2,2,3,4,1,4,6,5,0,2,1,0,1,2,1,1,0,2,4,0,0,12,2,,
2020,GRAND EST,NANCY-METZ,VOSGES,REMIREMONT,0880153N,LPO LYCEE DES METIERS,FILIERE BOIS ANDRE MALRAUX,PUBLIC,201,87.0,114,38,10,0,0,0,0,38,24,50,29,48,28,69,66,48,51,47,27,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,8,6,5,5,13,6,0,0,8,2,2,20,4,1,3,2,4,3,0,2,6,0,5,7,2,0,2,0,2,0,0,1,4,1,14,11,,
2020,AUVERGNE-RHONE-ALPES,LYON,AIN,SAINT-DIDIER-SUR-CHALARONNE,0011431A,LYCEE GENERAL PRIVE,SAINT JOSEPH,PRIVE SOUS CONTRAT,39,19.0,20,4,1,0,0,0,0,4,5,4,1,10,6,14,14,9,12,14,9,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,2,1,0,7,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,2,4,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,CHARLIEU,0420008F,LYCEE POLYVALENT,JEREMIE DE LA RUE,PUBLIC,103,45.0,58,24,10,0,0,0,0,24,6,17,14,28,14,30,32,23,27,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,19,17,5,2,1,3,6,3,0,0,3,1,0,0,1,2,4,1,0,0,0,0,6,0,2,0,0,2,0,0,0,1,0,1,0,0,11,12,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,CHAZELLES-SUR-LYON,0422284E,LYCEE GENERAL ET TECHNOLOGIQUE,DES HORIZONS,PUBLIC,181,75.0,106,31,8,0,0,0,0,34,7,35,21,33,10,76,62,46,48,56,39,3,14,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,5,0,8,2,6,2,0,11,6,3,1,12,1,1,4,0,3,1,1,2,2,0,3,0,1,0,1,0,3,0,1,5,3,1,20,11,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,FIRMINY,0420013L,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CAMUS,PUBLIC,156,51.0,105,46,8,0,0,0,0,42,15,46,17,44,17,55,40,25,22,36,19,2,1,5,9,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,17,13,4,3,5,5,11,2,2,4,10,0,1,0,2,1,5,3,3,1,0,0,5,0,2,2,0,1,2,0,2,0,3,1,1,0,30,15,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,FIRMINY,0420014M,LYCEE GENERAL ET TECHNOLOGIQUE,JACOB HOLTZER,PUBLIC,93,51.0,42,3,2,0,0,0,0,0,0,7,13,0,0,41,49,36,39,31,23,3,13,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,3,9,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,4,0,0,4,8,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420041S,LYCEE GENERAL,CLAUDE FAURIEL,PUBLIC,302,128.0,174,51,7,0,0,0,0,82,41,63,36,79,50,91,94,63,60,84,63,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,35,19,13,4,6,12,1,2,16,14,3,0,0,3,1,12,6,4,8,5,1,10,1,4,2,1,1,3,3,4,3,3,2,1,2,27,24,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420043U,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MONNET,PUBLIC,89,38.0,51,20,8,0,0,0,0,15,10,18,15,26,21,19,18,13,17,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,11,7,4,2,1,4,5,1,0,0,2,0,0,0,0,1,0,0,3,0,3,3,2,1,0,1,0,1,1,1,0,0,0,0,0,0,19,16,,
2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0421035X,LYCEE GENERAL PRIVE,SAINT PAUL,PRIVE SOUS CONTRAT,166,68.0,98,25,3,0,0,0,0,25,12,50,17,44,32,66,60,37,37,38,22,0,0,2,19,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,32,18,9,5,14,11,8,1,1,11,6,0,0,0,2,4,3,3,2,1,1,0,2,0,1,2,1,0,0,1,0,0,3,0,1,0,12,11,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,CHARBONNIERES-LES-BAINS,0693518Z,LYCEE GENERAL ET TECHNOLOGIQUE,BLAISE PASCAL,PUBLIC,302,124.0,178,37,10,0,0,0,0,70,17,72,30,91,42,116,105,63,80,65,47,3,32,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,49,35,25,4,20,13,9,4,0,0,9,3,3,32,5,8,15,2,7,5,4,5,5,0,4,4,0,0,0,0,0,0,0,0,2,0,21,9,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,DECINES-CHARPIEU,0694086S,LYCEE GEN.ET TECHNOL.PRIVE,AL KINDI,PRIVE SOUS CONTRAT,35,12.0,23,0,0,0,0,0,0,4,1,1,0,8,2,20,12,14,11,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,DECINES-CHARPIEU,0692800U,LYCEE POLYVALENT,CHARLIE CHAPLIN,PUBLIC,341,148.0,193,57,11,0,0,0,0,73,21,140,64,106,63,97,117,53,84,44,34,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,39,20,44,33,23,10,0,0,34,1,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,GIVORS,0693330V,LPO LYCEE DES METIERS,ARAGON-PICASSO,PUBLIC,238,89.0,149,56,8,0,0,0,0,62,17,62,19,56,11,79,78,44,48,60,33,9,26,11,23,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,25,18,9,0,9,3,13,1,3,5,16,2,3,18,3,2,4,2,6,0,3,1,4,0,2,3,2,2,1,0,4,1,4,4,0,0,38,27,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  1ER ARRONDISSEMENT,0690037R,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE DIDEROT,PUBLIC,78,48.0,30,0,0,0,0,0,0,8,5,0,0,0,0,26,47,22,38,24,12,7,29,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,5,0,0,3,22,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,7,9,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  2E  ARRONDISSEMENT,0690023A,LYCEE GENERAL ET TECHNOLOGIQUE,AMPERE,PUBLIC,276,113.0,163,46,9,0,0,0,0,66,20,86,34,64,40,93,91,48,63,48,37,0,0,21,42,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,31,25,16,5,17,7,11,3,7,22,18,0,0,0,1,8,2,2,1,3,1,2,3,0,1,4,5,2,2,0,2,0,4,1,4,1,37,28,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  2E  ARRONDISSEMENT,0690032K,LYCEE GENERAL ET TECHNOLOGIQUE,JULIETTE RÃ‰CAMIER,PUBLIC,172,67.0,105,38,8,0,0,0,0,47,15,52,30,37,31,48,46,30,30,38,21,3,8,0,0,7,1,0,0,15,11,0,0,0,0,0,0,0,0,0,0,21,11,7,4,6,7,10,2,0,0,11,1,1,3,1,6,1,2,0,0,1,4,5,0,2,3,2,2,0,0,3,0,2,0,0,0,32,22,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  5E  ARRONDISSEMENT,0690522T,LYCEE GEN.ET TECHNOL.PRIVE,AUX LAZARISTES,PRIVE SOUS CONTRAT,304,169.0,135,12,5,0,0,0,0,24,18,57,39,51,46,111,155,73,130,54,44,9,42,4,21,0,0,2,3,8,4,0,0,0,0,0,0,0,0,0,0,44,43,5,7,23,15,5,2,2,16,5,1,9,38,5,16,4,4,0,0,2,0,1,1,1,4,9,9,1,0,0,0,4,1,1,0,14,12,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  7E  ARRONDISSEMENT,0690574Z,LYCEE GEN.ET TECHNOL.PRIVE,CHEVREUL LESTONNAC,PRIVE SOUS CONTRAT,218,87.0,131,29,10,0,0,0,0,54,25,53,24,46,34,96,74,59,53,56,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33,14,5,8,6,9,2,0,0,8,2,0,0,1,12,8,7,0,0,0,0,3,2,10,5,3,2,0,0,3,2,3,3,6,0,10,6,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  8E  ARRONDISSEMENT,0690042W,LYCEE GENERAL ET TECHNOLOGIQUE,COLBERT,PUBLIC,63,28.0,35,11,7,0,0,0,0,19,9,17,10,21,14,15,19,13,16,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,3,2,4,3,0,0,2,3,0,0,1,4,2,2,0,0,0,0,4,1,2,2,1,2,0,0,0,1,0,0,0,0,4,2,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,LYON  8E  ARRONDISSEMENT,0690538K,LYCEE GENERAL PRIVE,PIERRE TERMIER,PRIVE SOUS CONTRAT,118,46.0,72,15,4,0,0,0,0,29,13,28,13,21,12,50,39,36,29,27,20,0,0,0,3,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,25,18,9,4,6,6,0,0,0,2,9,2,0,0,0,0,4,1,2,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,12,7,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,TARARE,0693267B,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE BEL AIR,PRIVE SOUS CONTRAT,126,54.0,72,19,6,0,0,0,0,27,10,33,10,29,14,47,50,25,31,32,18,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,10,0,8,4,3,3,0,0,5,0,4,16,1,1,3,3,1,2,0,0,0,0,0,0,1,0,1,0,2,1,1,1,2,0,11,10,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,THIZY-LES-BOURGS,0693566B,LYCEE POLYVALENT,FRANCOIS MANSART,PUBLIC,45,30.0,15,6,3,0,0,0,0,0,0,5,6,7,15,9,25,8,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,VILLEFRANCHE-SUR-SAONE,0690552A,LYCEE GENERAL PRIVE,NOTRE DAME DE MONGRE,PRIVE SOUS CONTRAT,210,106.0,104,36,7,1,0,0,0,29,13,36,30,62,66,74,97,35,54,36,22,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,5,3,15,23,11,3,1,19,3,1,0,0,3,18,10,5,2,4,0,0,7,2,1,0,0,0,0,0,0,0,1,0,0,0,17,11,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,VILLEURBANNE,0694066V,LYCEE GENERAL PRIVE,BETH HANNA,PRIVE SOUS CONTRAT,9,,9,0,0,0,0,0,0,4,0,5,0,8,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,VILLEURBANNE,0690103M,LPO LYCEE DES METIERS,FREDERIC FAYS,PUBLIC,173,81.0,92,26,7,0,0,0,0,39,15,46,32,63,40,40,57,26,36,32,33,1,15,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,20,11,7,9,12,4,1,1,5,1,0,10,2,2,2,0,4,3,2,5,9,2,0,0,0,2,3,1,0,0,0,0,0,0,3,9,,
2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,VILLEURBANNE,0690554C,LYCEE GENERAL PRIVE,IMMACULEE CONCEPTION,PRIVE SOUS CONTRAT,176,70.0,106,31,6,0,0,0,0,43,11,43,17,34,20,67,60,49,50,41,13,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,8,4,4,7,13,4,3,30,18,2,0,0,2,5,7,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,7,3,,
2020,BOURGOGNE-FRANCHE-COMTE,BESANCON,DOUBS,BESANCON,0250011B,LPO LYCEE DES METIERS,JULES HAAG,PUBLIC,289,127.0,162,36,6,0,0,0,0,50,18,49,34,80,42,97,97,70,85,94,62,10,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,41,15,9,5,8,10,3,0,3,4,2,9,27,0,5,13,1,7,6,8,6,10,0,1,1,0,2,5,2,0,0,2,0,0,0,17,11,,
2020,BOURGOGNE-FRANCHE-COMTE,BESANCON,DOUBS,MONTBELIARD,0251994G,LYCEE POLYVALENT,GERMAINE TILLION,PUBLIC,230,106.0,124,32,9,0,0,0,0,35,16,69,24,66,20,68,88,52,74,42,33,5,37,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,18,3,13,3,14,5,2,6,7,1,5,31,6,5,3,1,1,1,4,0,2,0,2,3,3,2,1,0,1,0,1,2,1,1,12,18,,
2020,BOURGOGNE-FRANCHE-COMTE,BESANCON,HAUTE-SAONE,LUXEUIL-LES-BAINS,0701078S,LYCEE POLYVALENT,LUMIERE,PUBLIC,123,63.0,60,0,0,0,0,0,0,25,20,26,27,29,24,37,44,22,31,25,13,4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,0,0,16,6,10,8,7,7,0,0,0,0,0,0,4,23,1,0,2,3,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,14,12,,
2020,BOURGOGNE-FRANCHE-COMTE,BESANCON,HAUTE-SAONE,VESOUL,0700905D,LPO LYCEE DES METIERS,EDOUARD BELIN,PUBLIC,220,91.0,129,33,8,0,0,0,0,46,23,50,20,70,40,63,64,41,42,53,41,4,17,5,13,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,25,23,9,7,5,5,10,1,1,4,5,1,2,10,4,2,3,5,3,5,8,4,6,1,3,0,1,0,8,3,3,1,1,0,0,0,32,19,,
2020,BOURGOGNE-FRANCHE-COMTE,BESANCON,JURA,DOLE,0390013C,LYCEE POLYVALENT,JACQUES DUHAMEL,PUBLIC,175,84.0,91,17,7,0,0,0,0,20,7,27,16,33,21,61,73,49,55,54,16,4,36,2,18,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,41,9,9,2,4,6,5,4,0,11,1,1,3,29,3,3,1,0,1,1,5,2,2,0,1,2,0,1,0,0,1,0,0,0,0,0,14,13,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,COTE D'OR,AUXONNE,0210003P,LYCEE POLYVALENT,PRIEUR DE LA COTE D'OR,PUBLIC,165,64.0,101,32,10,0,0,0,0,49,19,51,24,54,27,36,39,30,31,45,38,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,22,21,16,5,5,5,9,4,0,0,10,1,0,0,1,0,2,3,2,0,4,5,5,2,0,2,0,0,5,0,0,1,0,2,1,0,19,13,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,COTE D'OR,BEAUNE,0210006T,LYCEE POLYVALENT,CLOS MAIRE,PUBLIC,207,86.0,121,49,13,0,0,0,0,57,22,44,20,60,26,51,58,36,44,45,25,1,24,3,17,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,22,15,10,5,3,3,6,0,2,8,9,2,1,16,2,1,3,0,4,1,3,2,12,3,3,2,2,0,2,1,0,0,0,0,3,1,34,26,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,COTE D'OR,DIJON,0210019G,LYCEE POLYVALENT,LE CASTEL,PUBLIC,177,56.0,121,49,12,0,0,0,0,64,27,46,14,45,16,56,40,31,26,33,18,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,19,9,0,0,14,14,6,2,5,2,7,2,0,0,6,3,0,0,1,3,13,5,2,0,1,0,4,0,4,3,1,0,0,0,1,3,3,0,2,0,51,19,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,COTE D'OR,DIJON,0210017E,LYCEE GENERAL ET TECHNOLOGIQUE,MONTCHAPET,PUBLIC,191,76.0,115,36,11,0,0,0,0,41,13,61,30,71,42,63,60,30,38,35,31,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,23,23,15,4,12,12,14,6,0,0,8,2,0,0,2,8,6,2,6,5,1,1,6,1,1,3,3,3,1,0,0,1,2,1,0,0,15,4,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,COTE D'OR,DIJON,0211089V,LYCEE POLYVALENT PRIVE,SAINT JOSEPH - LA SALLE,PRIVE SOUS CONTRAT,198,91.0,107,22,9,0,0,0,0,11,11,50,39,45,43,81,69,52,43,54,26,1,17,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,2,8,15,14,13,7,3,9,1,1,1,11,2,4,4,0,1,3,6,3,1,0,1,1,2,2,0,0,0,0,1,2,2,0,9,10,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,COTE D'OR,SEMUR-EN-AUXOIS,0210047M,LYCEE POLYVALENT,ANNA JUDIC,PUBLIC,122,35.0,87,37,10,0,0,0,0,22,6,28,18,39,14,44,22,37,17,37,16,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,21,10,2,2,3,1,4,5,0,0,4,2,0,0,5,2,2,0,2,2,2,2,5,0,1,1,4,2,0,0,1,0,0,1,1,1,30,4,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,NIEVRE,DECIZE,0580761M,LYCEE POLYVALENT,MAURICE GENEVOIX,PUBLIC,121,50.0,71,26,2,0,0,0,0,28,8,27,14,27,15,39,38,24,27,39,31,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,6,4,3,1,5,1,1,7,11,1,0,0,0,1,0,0,5,1,0,5,2,0,0,1,0,0,3,1,2,0,0,1,1,0,10,8,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,NIEVRE,NEVERS,0580032V,LYCEE GENERAL ET TECHNOLOGIQUE,RAOUL FOLLEREAU,PUBLIC,174,84.0,90,36,9,0,0,0,0,49,30,57,40,65,45,17,48,11,27,21,26,0,4,4,17,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,8,15,22,16,3,8,14,5,0,8,5,1,0,1,0,1,1,4,0,1,5,3,10,2,1,0,0,1,3,0,0,1,0,2,1,0,17,15,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,SAONE-ET-LOIRE,AUTUN,0710001R,LYCEE POLYVALENT,BONAPARTE,PUBLIC,131,54.0,77,22,8,2,0,0,0,16,6,30,20,44,21,45,38,33,28,38,25,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,6,3,4,4,8,4,0,0,3,3,0,11,4,2,2,0,6,1,3,5,4,0,0,0,1,0,0,0,1,0,0,1,0,0,12,5,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,SAONE-ET-LOIRE,CHALON-SUR-SAONE,0711422K,LYCEE POLYVALENT,HILAIRE DE CHARDONNET,PUBLIC,177,56.0,121,46,6,0,0,0,0,41,16,59,20,72,30,63,42,35,26,38,23,0,0,0,3,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,25,16,11,5,10,7,18,1,0,2,6,3,0,0,4,4,8,3,3,4,3,1,6,1,1,2,2,1,0,1,0,0,0,0,3,1,21,4,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,SAONE-ET-LOIRE,CHALON-SUR-SAONE,0710012C,LYCEE POLYVALENT,NIEPCE-BALLEURE,PUBLIC,133,85.0,48,10,6,0,0,0,0,0,0,0,0,0,0,46,84,40,64,33,19,10,54,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,3,10,0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,SAONE-ET-LOIRE,CHALON-SUR-SAONE,0711896A,LYCEE POLYVALENT PRIVE,SAINT CHARLES,PRIVE SOUS CONTRAT,79,24.0,55,16,3,0,0,0,0,41,13,14,9,33,11,17,7,12,12,16,12,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,6,2,9,4,0,1,0,0,0,0,2,0,0,0,2,0,1,1,0,0,1,0,8,1,2,1,0,0,4,0,0,0,0,0,0,0,20,14,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,SAONE-ET-LOIRE,LOUHANS,0710042K,LYCEE POLYVALENT,HENRI VINCENOT,PUBLIC,135,49.0,86,27,12,0,0,0,0,36,11,23,24,36,13,47,26,28,23,49,14,0,14,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,23,7,8,5,2,0,5,3,0,0,5,4,0,10,1,2,0,0,8,0,1,2,3,0,2,0,0,0,4,0,6,0,0,2,0,0,18,14,,
2020,BOURGOGNE-FRANCHE-COMTE,DIJON,YONNE,AUXERRE,0890005X,LYCEE POLYVALENT,JEAN-JOSEPH FOURIER,PUBLIC,100,61.0,39,15,2,0,0,0,0,14,11,16,13,16,8,22,55,14,43,19,25,1,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,1,2,1,3,6,1,0,14,6,0,1,7,0,0,2,0,3,1,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,1,3,9,,
